GIS Join Match Code,Data File Year,State/US-Abbreviation (USPS),Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian/Hawaiian Home Land Trust Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2023-2025, 118th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Metropolitan/Micropolitan Principal City Indicator,Public Use Microdata Area Code,Census Geographic Area Identifier,Tribal Census Tract Code,Tribal Block Group Code,TIGER/Line Shapefile Geographic Area Identifier,Geographic Area Full Name,Total,Total,Total,Total,Male,Male: Under 5 years,Male: 5 to 9 years,Male: 10 to 14 years,Male: 15 to 17 years,Male: 18 and 19 years,Male: 20 years,Male: 21 years,Male: 22 to 24 years,Male: 25 to 29 years,Male: 30 to 34 years,Male: 35 to 39 years,Male: 40 to 44 years,Male: 45 to 49 years,Male: 50 to 54 years,Male: 55 to 59 years,Male: 60 and 61 years,Male: 62 to 64 years,Male: 65 and 66 years,Male: 67 to 69 years,Male: 70 to 74 years,Male: 75 to 79 years,Male: 80 to 84 years,Male: 85 years and over,Female,Female: Under 5 years,Female: 5 to 9 years,Female: 10 to 14 years,Female: 15 to 17 years,Female: 18 and 19 years,Female: 20 years,Female: 21 years,Female: 22 to 24 years,Female: 25 to 29 years,Female: 30 to 34 years,Female: 35 to 39 years,Female: 40 to 44 years,Female: 45 to 49 years,Female: 50 to 54 years,Female: 55 to 59 years,Female: 60 and 61 years,Female: 62 to 64 years,Female: 65 and 66 years,Female: 67 to 69 years,Female: 70 to 74 years,Female: 75 to 79 years,Female: 80 to 84 years,Female: 85 years and over,Total,Total,Total,Total,Not Hispanic or Latino,Not Hispanic or Latino: White alone,Not Hispanic or Latino: Black or African American alone,Not Hispanic or Latino: American Indian and Alaska Native alone,Not Hispanic or Latino: Asian alone,Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: Some other race alone,Not Hispanic or Latino: Two or more races,Not Hispanic or Latino: Two or more races: Two races including Some other race,"Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Hispanic or Latino,Hispanic or Latino: White alone,Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,Hispanic or Latino: Two or more races: Two races including Some other race,"Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Total,Total,Total,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Total,Total,Total,Total,Under .50,.50 to .99,1.00 to 1.24,1.25 to 1.49,1.50 to 1.84,1.85 to 1.99,2.00 and over,county_fips
G5101830,2018-2022,VA,,,Virginia,51,Sussex County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51183,,,51183,"Sussex County, Virginia",10866,10866,7976,9402,6320,222,294,219,128,185,74,147,367,616,741,452,363,439,391,386,136,259,156,152,275,141,135,42,4546,228,172,359,149,28,10,65,243,194,189,297,269,222,326,233,231,234,155,107,347,255,123,110,10866,10866,7976,9402,10484,4345,5934,2,50,0,0,153,0,153,382,183,22,17,0,0,60,100,70,30,10866,10866,7976,9402,48,0,0,0,3,0,0,26,14,120,105,93,363,396,320,2082,928,509,1166,575,779,364,37,48,10866,10866,7976,9402,621,577,391,540,897,90,6286,51183
G5101850,2018-2022,VA,,,Virginia,51,Tazewell County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51185,,,51185,"Tazewell County, Virginia",40392,40392,29102,38764,20128,924,1415,1027,800,483,176,159,841,1125,1149,1194,1384,1289,1242,1172,594,991,702,635,1340,601,511,374,20264,1024,976,1088,689,452,269,199,768,1025,963,1192,1034,1227,1289,1458,665,844,601,874,1384,1175,669,399,40392,40392,29102,38764,39924,37650,1421,20,279,18,16,520,51,469,468,50,209,0,0,0,83,126,103,23,40392,40392,29102,38764,486,0,0,82,19,39,41,119,34,362,510,638,615,671,355,9370,1948,2173,3934,3067,3126,1147,152,214,40392,40392,29102,38764,3321,3714,1479,3026,3461,1644,22119,51185
G5101870,2018-2022,VA,,,Virginia,51,Warren County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51187,,,51187,"Warren County, Virginia",40800,40800,28642,39879,20570,1081,1432,1395,712,482,338,280,621,1195,1364,1218,1282,1337,1492,1495,702,1001,509,757,823,500,430,124,20230,1152,1247,1111,737,460,134,279,697,1335,1283,1531,950,1176,1468,1520,534,987,523,761,803,558,625,359,40800,40800,28642,39879,38219,33938,2106,20,546,0,287,1322,248,1074,2581,630,79,56,0,0,1110,706,588,118,40800,40800,28642,39879,493,0,0,6,0,67,7,25,129,179,220,322,621,590,537,8285,1561,2706,4287,2184,4225,1499,433,266,40800,40800,28642,39879,2651,2120,1024,1269,2556,1240,29019,51187
G5101910,2018-2022,VA,,,Virginia,51,Washington County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51191,,,51191,"Washington County, Virginia",53985,53985,40259,52469,26961,1059,1406,1406,888,782,292,339,939,1578,1506,1627,1534,1728,1972,1800,770,1373,845,1303,1484,1218,686,426,27024,1052,1252,1312,933,685,229,439,713,1355,1338,1447,1544,1708,1837,1900,1024,1282,798,1232,1783,1631,744,786,53985,53985,40259,52469,53107,51160,910,47,276,0,34,680,230,450,878,230,18,1,0,0,255,374,344,30,53985,53985,40259,52469,258,14,43,42,9,28,5,47,309,215,686,442,847,711,673,11456,2956,2946,4672,4010,6328,2526,707,329,53985,53985,40259,52469,2602,3701,1918,2308,4623,1792,35525,51191
G5101930,2018-2022,VA,,,Virginia,51,Westmoreland County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51193,,,51193,"Westmoreland County, Virginia",18480,18480,13910,18295,8916,315,406,625,355,248,118,96,178,518,534,345,425,473,637,585,457,361,360,265,615,259,430,311,9564,571,370,465,261,161,74,8,319,574,584,513,426,679,442,609,275,716,250,317,872,456,328,294,18480,18480,13910,18295,17221,11548,4459,27,204,0,127,856,266,590,1259,158,48,0,0,0,767,286,286,0,18480,18480,13910,18295,183,0,4,0,83,40,128,103,88,122,232,342,606,416,177,4908,664,674,1731,955,1385,747,247,75,18480,18480,13910,18295,1765,1170,620,1513,984,279,11964,51193
G5101950,2018-2022,VA,,,Virginia,51,Wise County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51195,,,51195,"Wise County, Virginia",36105,36105,25997,33203,18850,839,903,1090,613,577,176,85,1009,1312,1468,1197,1366,1300,1234,1372,427,671,404,809,907,639,217,235,17255,769,1003,978,665,395,336,197,473,1005,952,875,1180,1119,1163,1069,499,879,371,828,1027,689,453,330,36105,36105,25997,33203,35623,32767,1662,46,389,0,88,671,139,532,482,129,36,9,0,0,74,234,191,43,36105,36105,25997,33203,293,9,1,0,3,40,20,199,208,423,609,834,966,1023,478,7262,1712,1756,3394,2537,2532,1322,285,91,36105,36105,25997,33203,2808,3804,1829,1761,2958,1102,18941,51195
G5101970,2018-2022,VA,,,Virginia,51,Wythe County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51197,,,51197,"Wythe County, Virginia",28275,28275,20773,27956,13968,665,680,848,653,324,90,218,425,777,738,796,818,992,1088,984,458,624,366,517,826,511,267,303,14307,711,784,665,486,257,260,95,341,784,729,579,1080,908,1104,1109,485,610,455,723,698,639,348,457,28275,28275,20773,27956,27873,26373,609,19,214,20,56,582,38,544,402,184,0,0,0,0,28,190,190,0,28275,28275,20773,27956,118,0,0,0,23,0,0,36,50,170,208,238,567,357,282,6296,1129,1918,2841,2365,2502,1297,123,253,28275,28275,20773,27956,2113,2698,742,1246,2101,861,18195,51197
G5101990,2018-2022,VA,,,Virginia,51,York County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51199,,,51199,"York County, Virginia",70238,70238,47433,68748,34866,1904,2428,2419,1521,1285,337,372,1702,1892,1810,2348,2776,1983,2134,2476,940,1123,614,1125,1459,1014,607,597,35372,1816,2462,2310,1530,809,264,315,1331,1849,2154,2531,2351,2049,2218,2747,1121,973,855,1362,1323,1064,971,967,70238,70238,47433,68748,65138,47842,9155,102,3884,98,438,3619,650,2969,5100,1932,72,0,19,0,541,2536,1854,682,70238,70238,47433,68748,283,8,0,16,0,0,15,48,122,157,208,162,463,191,541,6927,1203,2678,6157,4780,12821,8105,1126,1422,70238,70238,47433,68748,1717,1545,1236,1151,1864,1480,59755,51199
G5105100,2018-2022,VA,,,Virginia,51,Alexandria city,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51510,,,51510,"Alexandria city, Virginia",157594,157594,119669,155927,76589,5540,4070,3186,1834,1091,364,273,2645,6689,8455,8834,6110,5549,5014,4476,1657,2397,1423,1711,2229,1519,842,681,81005,5250,3392,3521,1766,1015,509,612,2857,7786,9004,8197,6369,5438,5212,4443,1963,2631,1864,2064,2643,1910,1129,1430,157594,157594,119669,155927,131502,80559,32867,215,9913,37,665,7246,1250,5996,26092,8745,778,208,153,0,7737,8471,7348,1123,157594,157594,119669,155927,1549,0,0,136,73,227,325,239,842,351,457,424,429,1222,1283,11208,1328,4637,9755,6202,37901,28147,8438,4496,157594,157594,119669,155927,5974,7786,3746,3318,6699,2581,125823,51510
G5105200,2018-2022,VA,,,Virginia,51,Bristol city,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51520,,,51520,"Bristol city, Virginia",17036,17036,12294,16751,8213,526,446,497,262,238,128,135,225,533,335,531,615,506,531,570,293,202,430,222,314,317,148,209,8823,341,399,538,384,185,45,119,274,473,550,559,463,458,539,614,214,308,211,338,619,468,349,375,17036,17036,12294,16751,16591,14755,1066,0,50,1,111,608,59,549,445,137,0,0,0,0,59,249,249,0,17036,17036,12294,16751,49,0,0,0,0,0,7,0,81,150,38,315,345,396,313,2825,937,1153,1889,992,1447,923,221,213,17036,17036,12294,16751,1569,1271,1172,1180,1278,1128,9153,51520
G5105300,2018-2022,VA,,,Virginia,51,Buena Vista city,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51530,,,51530,"Buena Vista city, Virginia",6639,6639,4024,6081,3128,69,183,205,226,168,11,72,303,156,154,141,231,195,178,123,56,170,46,109,136,44,91,61,3511,258,162,265,51,282,88,31,241,216,169,117,158,188,180,229,93,84,74,90,214,132,79,110,6639,6639,4024,6081,6541,5732,275,8,30,15,23,458,59,399,98,39,0,0,6,0,47,6,0,6,6639,6639,4024,6081,18,0,0,0,0,1,3,12,11,24,155,104,74,205,147,1122,192,313,471,308,528,240,11,85,6639,6639,4024,6081,363,971,114,333,491,354,3455,51530
G5105400,2018-2022,VA,,,Virginia,51,Charlottesville city,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51540,,,51540,"Charlottesville city, Virginia",46289,46289,29416,43456,22528,1404,1034,917,369,828,887,740,2289,1989,2136,1509,1358,1188,1012,1158,456,682,276,584,827,323,359,203,23761,1005,1060,918,493,1056,1150,1190,1533,2229,2032,1662,1384,1220,1128,1383,483,554,427,692,844,506,421,391,46289,46289,29416,43456,43584,30208,7862,70,3237,0,293,1914,270,1644,2705,1508,83,0,0,0,284,830,714,116,46289,46289,29416,43456,495,2,0,12,0,0,29,0,96,122,152,139,419,473,420,3550,1071,1107,2520,1470,8241,5104,1715,2279,46289,46289,29416,43456,6953,3301,1362,1476,3013,466,26885,51540
G5105500,2018-2022,VA,,,Virginia,51,Chesapeake city,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51550,,,51550,"Chesapeake city, Virginia",249377,249377,168224,244451,122672,7775,8291,9169,5491,3145,1882,1415,4551,8461,8956,8857,9049,7623,7606,8774,3063,3712,2194,3367,4279,2400,1560,1052,126705,7464,8385,8244,5285,2798,1402,1114,4742,7950,9095,10176,7947,7785,7963,8331,3548,4953,2889,3964,4834,3529,2065,2242,249377,249377,168224,244451,231799,137583,71264,200,9041,144,1549,12018,1509,10509,17578,5257,1770,217,138,0,4428,5768,4544,1224,249377,249377,168224,244451,2039,0,48,0,36,104,38,79,561,466,832,1133,1587,1965,2357,33024,6449,13261,27096,16989,37311,17523,3483,1843,249377,249377,168224,244451,8956,9713,7658,6032,10097,5122,196873,51550
G5105700,2018-2022,VA,,,Virginia,51,Colonial Heights city,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51570,,,51570,"Colonial Heights city, Virginia",18158,18158,12713,17854,8304,463,581,617,338,78,167,133,235,476,650,600,393,435,683,595,127,359,163,192,373,322,171,153,9854,704,609,536,393,196,40,14,341,678,768,853,376,474,613,826,238,164,182,315,519,343,241,431,18158,18158,12713,17854,16842,12538,3009,40,656,0,4,595,6,589,1316,541,118,0,0,16,458,183,160,23,18158,18158,12713,17854,376,23,0,0,0,0,0,30,51,32,22,149,168,99,135,3434,505,1164,1714,1241,2148,1148,158,116,18158,18158,12713,17854,1125,701,457,301,1306,434,13530,51570
G5105800,2018-2022,VA,,,Virginia,51,Covington city,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51580,,,51580,"Covington city, Virginia",5722,5722,3991,5620,2716,143,181,258,21,143,29,27,31,215,154,159,225,84,188,80,176,155,88,67,149,60,62,21,3006,206,232,196,48,62,35,41,78,204,136,175,186,95,181,213,122,151,53,157,128,116,129,62,5722,5722,3991,5620,5586,4595,754,0,64,0,0,173,3,170,136,77,16,0,0,0,0,43,43,0,5722,5722,3991,5620,11,0,0,0,0,3,0,0,7,71,10,52,39,171,90,1691,226,431,451,283,296,129,30,0,5722,5722,3991,5620,284,667,249,242,679,150,3349,51580
G5105900,2018-2022,VA,,,Virginia,51,Danville city,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51590,,,51590,"Danville city, Virginia",42507,42507,29469,40915,19496,1175,1507,1189,826,497,249,272,909,1313,1271,1007,1087,1025,1119,1299,382,903,442,631,1101,617,363,312,23011,1241,1312,1362,722,418,187,218,954,1413,1493,1085,1233,1226,1397,1486,555,1227,488,958,1491,980,585,980,42507,42507,29469,40915,40418,17211,21218,30,588,6,59,1306,81,1225,2089,631,120,0,26,0,268,1044,755,289,42507,42507,29469,40915,395,4,0,0,0,76,32,42,326,160,390,618,968,1131,448,9550,1761,1766,3672,2634,3421,1517,387,171,42507,42507,29469,40915,4345,6005,2503,2966,2950,1657,20489,51590
G5105950,2018-2022,VA,,,Virginia,51,Emporia city,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51595,,,51595,"Emporia city, Virginia",5680,5680,3819,5420,2531,181,229,254,234,14,27,5,11,169,106,135,147,180,164,165,71,89,87,61,46,91,23,42,3149,121,248,162,80,40,51,31,173,263,103,211,288,167,189,179,56,130,60,80,169,107,121,120,5680,5680,3819,5420,5414,1337,3426,0,44,0,0,607,98,509,266,63,14,0,0,0,0,189,189,0,5680,5680,3819,5420,159,0,0,0,0,0,0,10,108,0,42,108,174,143,138,1084,260,268,327,369,367,160,55,47,5680,5680,3819,5420,430,509,153,847,625,271,2585,51595
G5106000,2018-2022,VA,,,Virginia,51,Fairfax city,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51600,,,51600,"Fairfax city, Virginia",24242,24242,16324,23374,11945,804,772,870,360,266,116,239,532,792,926,875,758,792,774,877,327,375,143,322,459,237,186,143,12297,972,680,680,467,235,157,177,591,732,792,948,751,688,849,995,216,359,193,392,560,356,217,290,24242,24242,16324,23374,19845,12920,1423,30,4230,0,167,1075,93,982,4397,1532,0,1,0,0,1718,1146,1028,118,24242,24242,16324,23374,228,0,0,0,0,2,99,11,153,44,61,92,15,43,520,2049,258,569,1409,968,5065,3115,719,904,24242,24242,16324,23374,1302,1035,464,585,583,266,19139,51600
G5106100,2018-2022,VA,,,Virginia,51,Falls Church city,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51610,,,51610,"Falls Church city, Virginia",14576,14576,9712,14530,7274,412,538,571,472,347,13,58,194,462,426,490,465,528,495,538,160,175,169,253,227,112,100,69,7302,293,264,711,279,223,43,87,359,428,400,413,678,513,552,557,200,231,165,241,244,196,62,163,14576,14576,9712,14530,12936,10053,669,0,1279,0,125,810,96,714,1640,514,0,45,0,0,368,713,598,115,14576,14576,9712,14530,50,0,0,0,0,0,4,33,56,0,5,12,26,8,58,597,95,182,716,210,2969,3165,1084,442,14576,14576,9712,14530,268,70,42,181,132,188,13649,51610
G5106200,2018-2022,VA,,,Virginia,51,Franklin city,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51620,,,51620,"Franklin city, Virginia",8194,8194,5659,8034,3921,448,363,225,231,33,71,28,131,254,263,185,196,182,186,225,116,155,20,133,114,231,50,81,4273,160,204,338,136,107,0,18,42,384,353,289,182,189,263,339,201,144,107,264,136,168,96,153,8194,8194,5659,8034,7925,3109,4212,0,276,0,0,328,0,328,269,39,0,0,0,0,34,196,196,0,8194,8194,5659,8034,75,0,0,0,0,0,22,0,8,6,113,231,188,166,82,1548,286,611,539,472,737,432,59,84,8194,8194,5659,8034,822,684,372,677,858,147,4474,51620
G5106300,2018-2022,VA,,,Virginia,51,Fredericksburg city,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51630,,,51630,"Fredericksburg city, Virginia",28258,28258,16897,25880,13202,860,729,1050,307,684,398,376,801,1159,1018,828,667,787,809,707,169,514,182,324,396,203,125,109,15056,863,629,1030,436,1096,466,500,1136,1186,913,1121,634,774,916,781,211,546,220,453,401,352,134,258,28258,28258,16897,25880,24950,16084,5838,50,1068,0,185,1725,108,1617,3308,839,246,0,16,0,1360,847,629,218,28258,28258,16897,25880,140,7,0,0,32,62,0,25,184,0,191,232,72,190,125,3055,579,1117,2697,843,4208,2438,422,278,28258,28258,16897,25880,1861,2806,711,547,1220,205,18530,51630
G5106400,2018-2022,VA,,,Virginia,51,Galax city,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51640,,,51640,"Galax city, Virginia",6687,6687,4432,6397,2976,215,333,108,186,33,0,59,54,135,108,119,235,220,202,273,97,63,80,114,121,113,33,75,3711,245,152,319,140,100,90,58,163,157,121,212,233,228,182,276,137,175,122,115,140,123,55,168,6687,6687,4432,6397,5308,4725,339,16,25,24,15,164,13,151,1379,428,197,0,0,0,251,503,503,0,6687,6687,4432,6397,100,12,0,0,0,0,8,50,34,63,57,181,134,160,77,1044,94,316,851,477,453,289,16,16,6687,6687,4432,6397,341,1093,689,287,455,223,3309,51640
G5106500,2018-2022,VA,,,Virginia,51,Hampton city,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51650,,,51650,"Hampton city, Virginia",137217,137217,92527,132914,66248,4363,3911,4388,2488,1912,1222,1430,3169,5823,5151,4503,3402,3119,3358,4616,1805,2445,1393,1964,2395,1827,840,724,70969,3965,3472,4420,2276,2279,1018,1198,3179,5370,5129,4362,4189,3683,4096,4920,1890,2905,1507,2035,3608,2314,1597,1557,137217,137217,92527,132914,128189,49909,65904,306,2862,93,1185,7930,582,7348,9028,3167,1309,90,0,23,1536,2903,1939,964,137217,137217,92527,132914,1033,26,18,0,15,25,58,30,117,252,626,716,974,1587,1229,23123,3922,7157,15707,10310,15565,7729,1123,1185,137217,137217,92527,132914,8938,8952,6418,6051,6993,3766,91796,51650
G5106600,2018-2022,VA,,,Virginia,51,Harrisonburg city,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51660,,,51660,"Harrisonburg city, Virginia",51784,51784,26275,44517,25035,1375,1227,1169,620,2851,1306,1652,1715,1818,1809,1467,1261,1461,1095,1306,312,519,153,468,650,382,278,141,26749,1105,1478,846,677,4078,1463,2016,1931,1739,1470,1302,1514,992,1167,1095,390,583,598,468,547,432,321,537,51784,51784,26275,44517,41022,33029,3610,17,1625,0,358,2383,146,2237,10762,3752,271,195,51,0,2858,3635,2759,876,51784,51784,26275,44517,768,15,7,35,43,205,76,96,670,246,266,728,408,479,264,5653,1111,1582,2264,2112,5194,2878,494,681,51784,51784,26275,44517,8338,3785,2825,2227,2923,1775,22644,51660
G5106700,2018-2022,VA,,,Virginia,51,Hopewell city,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51670,,,51670,"Hopewell city, Virginia",23046,23046,15006,22824,10827,899,1085,758,412,325,102,195,535,667,815,553,676,500,647,594,313,391,235,281,312,291,155,86,12219,750,835,691,465,208,97,206,477,962,789,708,743,747,915,791,349,462,184,421,552,340,153,374,23046,23046,15006,22824,21003,9800,9648,5,219,0,26,1305,150,1155,2043,812,330,0,0,0,508,393,308,85,23046,23046,15006,22824,259,0,0,0,0,41,0,15,73,72,224,55,527,345,360,4816,1504,1723,1942,1384,1097,425,86,58,23046,23046,15006,22824,2734,2133,1335,2120,1560,1034,11908,51670
G5106780,2018-2022,VA,,,Virginia,51,Lexington city,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51678,,,51678,"Lexington city, Virginia",7346,7346,3367,4185,4285,112,53,29,67,1127,369,405,377,348,200,124,113,123,142,115,28,79,192,85,65,94,26,12,3061,96,34,60,75,718,122,82,253,156,73,176,28,217,101,89,58,122,102,62,180,130,50,77,7346,7346,3367,4185,6973,5953,380,18,231,0,56,335,77,258,373,183,0,21,0,0,61,108,59,49,7346,7346,3367,4185,15,0,0,0,0,0,0,0,0,0,36,30,16,12,19,393,373,107,185,153,1040,460,95,433,7346,7346,3367,4185,457,239,4,115,299,87,2984,51678
G5106800,2018-2022,VA,,,Virginia,51,Lynchburg city,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51680,,,51680,"Lynchburg city, Virginia",79166,79166,44182,68631,36991,2394,2082,1965,1245,2758,1536,1566,3218,3288,2408,1694,1673,1481,1560,1857,557,1125,525,859,1295,935,464,506,42175,2241,1635,2292,1152,3816,1957,1805,3322,3273,2319,1886,1956,1631,1924,2196,999,1047,813,987,1576,1283,828,1237,79166,79166,44182,68631,75478,48408,21674,94,1701,151,644,2806,304,2502,3688,1252,150,182,40,0,933,1131,801,330,79166,79166,44182,68631,661,43,11,14,0,0,37,45,86,152,359,493,758,1016,603,8727,1800,2449,6729,3417,10012,4746,911,1113,79166,79166,44182,68631,6442,5591,3392,3224,5330,2031,42621,51680
G5106830,2018-2022,VA,,,Virginia,51,Manassas city,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51683,,,51683,"Manassas city, Virginia",42620,42620,27688,42484,21632,1674,1507,1778,846,649,114,119,1070,1630,1687,1602,1574,1421,1416,1712,342,561,271,437,642,271,167,142,20988,1615,1645,1301,869,475,250,176,844,1698,1309,1358,1685,1362,1254,1359,612,537,446,558,475,488,344,328,42620,42620,27688,42484,26093,16107,5552,46,2536,11,183,1658,325,1333,16527,6546,156,189,18,0,3583,6035,5688,347,42620,42620,27688,42484,1266,0,0,0,46,154,44,63,152,107,362,637,103,157,832,6749,1268,1563,2651,1971,6081,2847,443,192,42620,42620,27688,42484,907,1107,1684,742,1050,1399,35595,51683
G5106850,2018-2022,VA,,,Virginia,51,Manassas Park city,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51685,,,51685,"Manassas Park city, Virginia",17123,17123,11381,17051,8685,535,413,712,366,253,64,71,308,672,478,1167,767,577,704,286,322,176,101,161,180,136,66,170,8438,642,483,718,290,278,25,199,385,732,701,774,508,316,598,421,202,301,100,21,501,73,41,129,17123,17123,11381,17051,9948,5148,2121,0,1890,0,15,774,27,747,7175,2626,393,548,0,0,2385,1223,1108,115,17123,17123,11381,17051,1032,0,0,0,0,0,33,74,60,61,161,189,71,150,432,3054,542,486,1419,770,1941,806,56,44,17123,17123,11381,17051,644,219,988,1143,1691,390,11976,51685
G5106900,2018-2022,VA,,,Virginia,51,Martinsville city,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51690,,,51690,"Martinsville city, Virginia",13539,13539,8927,13086,6349,475,466,477,324,236,66,101,220,251,410,320,426,345,429,508,176,177,127,247,279,104,80,105,7190,474,550,349,325,148,119,0,282,413,314,456,387,383,475,511,286,259,165,265,363,213,177,276,13539,13539,8927,13086,12592,5774,5995,79,107,9,116,512,4,508,947,265,153,0,0,0,336,193,193,0,13539,13539,8927,13086,150,0,0,0,7,4,10,12,100,32,180,45,253,310,104,2313,493,494,1219,1389,1137,510,114,51,13539,13539,8927,13086,1507,1710,781,958,1445,565,6120,51690
G5107000,2018-2022,VA,,,Virginia,51,Newport News city,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51700,,,51700,"Newport News city, Virginia",185118,185118,120199,177672,90193,6728,6537,5425,3334,3417,1732,1954,4549,8088,7390,6548,4861,4436,4653,4810,2449,3077,1559,2115,2780,1815,1230,706,94925,6333,5752,5595,3160,3036,1599,1450,4318,7669,7573,6156,5788,4951,5284,6125,2809,2738,1772,2754,3619,2664,1908,1872,185118,185118,120199,177672,166828,75608,75088,269,6318,159,1447,7939,967,6972,18290,6015,1115,67,113,81,3427,7472,5768,1704,185118,185118,120199,177672,1295,0,4,0,26,34,53,348,769,218,750,991,1545,2335,1582,29656,5864,8473,19285,12501,21039,10470,1463,1498,185118,185118,120199,177672,14103,11953,8266,6973,12706,5936,117735,51700
G5107100,2018-2022,VA,,,Virginia,51,Norfolk city,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51710,,,51710,"Norfolk city, Virginia",236973,236973,152314,215523,120733,7921,6698,6515,3374,4584,3555,3917,9127,13228,10763,7932,6878,5536,5701,5991,2996,3692,2175,2560,3393,2087,1167,943,116240,7577,6308,6342,3315,4089,2898,2310,6129,11179,9546,7567,6341,5665,6235,6947,2889,4112,2785,3046,4116,2962,1631,2251,236973,236973,152314,215523,216285,100101,94925,595,8913,354,697,10700,847,9853,20688,6108,1562,366,104,55,7230,5263,4117,1146,236973,236973,152314,215523,2387,18,49,46,58,64,213,158,696,278,903,1755,2868,3191,3685,30020,7145,11230,25662,12893,29179,13953,3661,2202,236973,236973,152314,215523,17802,18540,10688,9446,15900,6477,136670,51710
G5107200,2018-2022,VA,,,Virginia,51,Norton city,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51720,,,51720,"Norton city, Virginia",3668,3668,2684,3604,1692,49,76,128,70,83,23,76,24,158,24,130,141,94,146,108,80,34,31,107,37,23,6,44,1976,71,44,136,50,93,0,61,0,89,107,71,189,79,147,133,108,56,67,67,167,76,65,100,3668,3668,2684,3604,3668,3462,75,0,2,0,0,129,13,116,0,0,0,0,0,0,0,0,0,0,3668,3668,2684,3604,0,0,0,0,0,0,0,2,20,39,38,24,49,83,9,820,115,193,527,245,293,205,13,9,3668,3668,2684,3604,606,443,206,167,306,0,1876,51720
